Artikelnummer,Attributname,Attributwert
DWDM-XENPAK-51.72,FAQ,"Welche Datenrate überträgt DWDM-XENPAK-51.72?||DWDM-XENPAK-51.72 überträgt 10 Gbit/s (10 Gigabit Ethernet) gemäß 10GBASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-XENPAK-51.72?||DWDM-XENPAK-51.72 ist im Formfaktor XENPAK ausgeführt mit Anschluss SC.##Welche Reichweite erzielt DWDM-XENPAK-51.72?||DWDM-XENPAK-51.72 überbrückt 80 km bei 1551,72 nm (≈193,20 THz, ITU 100-GHz-Raster).##Unterstützt DWDM-XENPAK-51.72 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-XENPAK-51.72: Ja.##In welchem Temperaturbereich arbeitet DWDM-XENPAK-51.72?||DWDM-XENPAK-51.72 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-XENPAK-51.72 eingesetzt?||DWDM-XENPAK-51.72 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-XENPAK-51.72 mit Strom versorgt?||DWDM-XENPAK-51.72 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-XENPAK-52.52,FAQ,"Welche Datenrate überträgt DWDM-XENPAK-52.52?||DWDM-XENPAK-52.52 überträgt 10 Gbit/s (10 Gigabit Ethernet) gemäß 10GBASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-XENPAK-52.52?||DWDM-XENPAK-52.52 ist im Formfaktor XENPAK ausgeführt mit Anschluss SC.##Welche Reichweite erzielt DWDM-XENPAK-52.52?||DWDM-XENPAK-52.52 überbrückt 80 km bei 1552,52 nm (≈193,10 THz, ITU 100-GHz-Raster).##Unterstützt DWDM-XENPAK-52.52 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-XENPAK-52.52: Ja.##In welchem Temperaturbereich arbeitet DWDM-XENPAK-52.52?||DWDM-XENPAK-52.52 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-XENPAK-52.52 eingesetzt?||DWDM-XENPAK-52.52 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-XENPAK-52.52 mit Strom versorgt?||DWDM-XENPAK-52.52 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-XENPAK-54.13,FAQ,"Welche Datenrate überträgt DWDM-XENPAK-54.13?||DWDM-XENPAK-54.13 überträgt 10 Gbit/s (10 Gigabit Ethernet) gemäß 10GBASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-XENPAK-54.13?||DWDM-XENPAK-54.13 ist im Formfaktor XENPAK ausgeführt mit Anschluss SC.##Welche Reichweite erzielt DWDM-XENPAK-54.13?||DWDM-XENPAK-54.13 überbrückt 80 km bei 1554,13 nm (≈192,90 THz, ITU 100-GHz-Raster).##Unterstützt DWDM-XENPAK-54.13 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-XENPAK-54.13: Ja.##In welchem Temperaturbereich arbeitet DWDM-XENPAK-54.13?||DWDM-XENPAK-54.13 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-XENPAK-54.13 eingesetzt?||DWDM-XENPAK-54.13 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-XENPAK-54.13 mit Strom versorgt?||DWDM-XENPAK-54.13 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-XENPAK-54.94,FAQ,"Welche Datenrate überträgt DWDM-XENPAK-54.94?||DWDM-XENPAK-54.94 überträgt 10 Gbit/s (10 Gigabit Ethernet) gemäß 10GBASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-XENPAK-54.94?||DWDM-XENPAK-54.94 ist im Formfaktor XENPAK ausgeführt mit Anschluss SC.##Welche Reichweite erzielt DWDM-XENPAK-54.94?||DWDM-XENPAK-54.94 überbrückt 80 km bei 1554,94 nm (≈192,80 THz, ITU 100-GHz-Raster).##Unterstützt DWDM-XENPAK-54.94 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-XENPAK-54.94: Ja.##In welchem Temperaturbereich arbeitet DWDM-XENPAK-54.94?||DWDM-XENPAK-54.94 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-XENPAK-54.94 eingesetzt?||DWDM-XENPAK-54.94 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-XENPAK-54.94 mit Strom versorgt?||DWDM-XENPAK-54.94 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-XENPAK-55.75,FAQ,"Welche Datenrate überträgt DWDM-XENPAK-55.75?||DWDM-XENPAK-55.75 überträgt 10 Gbit/s (10 Gigabit Ethernet) gemäß 10GBASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-XENPAK-55.75?||DWDM-XENPAK-55.75 ist im Formfaktor XENPAK ausgeführt mit Anschluss SC.##Welche Reichweite erzielt DWDM-XENPAK-55.75?||DWDM-XENPAK-55.75 überbrückt 80 km bei 1555,75 nm (≈192,70 THz, ITU 100-GHz-Raster).##Unterstützt DWDM-XENPAK-55.75 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-XENPAK-55.75: Ja.##In welchem Temperaturbereich arbeitet DWDM-XENPAK-55.75?||DWDM-XENPAK-55.75 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-XENPAK-55.75 eingesetzt?||DWDM-XENPAK-55.75 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-XENPAK-55.75 mit Strom versorgt?||DWDM-XENPAK-55.75 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-XENPAK-56.55,FAQ,"Welche Datenrate überträgt DWDM-XENPAK-56.55?||DWDM-XENPAK-56.55 überträgt 10 Gbit/s (10 Gigabit Ethernet) gemäß 10GBASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-XENPAK-56.55?||DWDM-XENPAK-56.55 ist im Formfaktor XENPAK ausgeführt mit Anschluss SC.##Welche Reichweite erzielt DWDM-XENPAK-56.55?||DWDM-XENPAK-56.55 überbrückt 80 km bei 1556,55 nm (≈192,60 THz, ITU 100-GHz-Raster).##Unterstützt DWDM-XENPAK-56.55 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-XENPAK-56.55: Ja.##In welchem Temperaturbereich arbeitet DWDM-XENPAK-56.55?||DWDM-XENPAK-56.55 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-XENPAK-56.55 eingesetzt?||DWDM-XENPAK-56.55 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-XENPAK-56.55 mit Strom versorgt?||DWDM-XENPAK-56.55 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-XENPAK-58.17,FAQ,"Welche Datenrate überträgt DWDM-XENPAK-58.17?||DWDM-XENPAK-58.17 überträgt 10 Gbit/s (10 Gigabit Ethernet) gemäß 10GBASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-XENPAK-58.17?||DWDM-XENPAK-58.17 ist im Formfaktor XENPAK ausgeführt mit Anschluss SC.##Welche Reichweite erzielt DWDM-XENPAK-58.17?||DWDM-XENPAK-58.17 überbrückt 80 km bei 1558,17 nm (≈192,40 THz, ITU 100-GHz-Raster).##Unterstützt DWDM-XENPAK-58.17 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-XENPAK-58.17: Ja.##In welchem Temperaturbereich arbeitet DWDM-XENPAK-58.17?||DWDM-XENPAK-58.17 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-XENPAK-58.17 eingesetzt?||DWDM-XENPAK-58.17 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-XENPAK-58.17 mit Strom versorgt?||DWDM-XENPAK-58.17 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-XENPAK-58.98,FAQ,"Welche Datenrate überträgt DWDM-XENPAK-58.98?||DWDM-XENPAK-58.98 überträgt 10 Gbit/s (10 Gigabit Ethernet) gemäß 10GBASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-XENPAK-58.98?||DWDM-XENPAK-58.98 ist im Formfaktor XENPAK ausgeführt mit Anschluss SC.##Welche Reichweite erzielt DWDM-XENPAK-58.98?||DWDM-XENPAK-58.98 überbrückt 80 km bei 1558,98 nm (≈192,30 THz, ITU 100-GHz-Raster).##Unterstützt DWDM-XENPAK-58.98 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-XENPAK-58.98: Ja.##In welchem Temperaturbereich arbeitet DWDM-XENPAK-58.98?||DWDM-XENPAK-58.98 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-XENPAK-58.98 eingesetzt?||DWDM-XENPAK-58.98 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-XENPAK-58.98 mit Strom versorgt?||DWDM-XENPAK-58.98 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-XENPAK-59.79,FAQ,"Welche Datenrate überträgt DWDM-XENPAK-59.79?||DWDM-XENPAK-59.79 überträgt 10 Gbit/s (10 Gigabit Ethernet) gemäß 10GBASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-XENPAK-59.79?||DWDM-XENPAK-59.79 ist im Formfaktor XENPAK ausgeführt mit Anschluss SC.##Welche Reichweite erzielt DWDM-XENPAK-59.79?||DWDM-XENPAK-59.79 überbrückt 80 km bei 1559,79 nm (≈192,20 THz, ITU 100-GHz-Raster).##Unterstützt DWDM-XENPAK-59.79 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-XENPAK-59.79: Ja.##In welchem Temperaturbereich arbeitet DWDM-XENPAK-59.79?||DWDM-XENPAK-59.79 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-XENPAK-59.79 eingesetzt?||DWDM-XENPAK-59.79 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-XENPAK-59.79 mit Strom versorgt?||DWDM-XENPAK-59.79 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-XENPAK-60.61,FAQ,"Welche Datenrate überträgt DWDM-XENPAK-60.61?||DWDM-XENPAK-60.61 überträgt 10 Gbit/s (10 Gigabit Ethernet) gemäß 10GBASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-XENPAK-60.61?||DWDM-XENPAK-60.61 ist im Formfaktor XENPAK ausgeführt mit Anschluss SC.##Welche Reichweite erzielt DWDM-XENPAK-60.61?||DWDM-XENPAK-60.61 überbrückt 80 km bei 1560,61 nm (≈192,10 THz, ITU 100-GHz-Raster).##Unterstützt DWDM-XENPAK-60.61 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-XENPAK-60.61: Ja.##In welchem Temperaturbereich arbeitet DWDM-XENPAK-60.61?||DWDM-XENPAK-60.61 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-XENPAK-60.61 eingesetzt?||DWDM-XENPAK-60.61 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-XENPAK-60.61 mit Strom versorgt?||DWDM-XENPAK-60.61 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
XENPAK-10GB-LR+,FAQ,"Welche Datenrate überträgt XENPAK-10GB-LR+?||XENPAK-10GB-LR+ überträgt 10 Gbit/s gemäß 10GBASE-LR.##Welchen Formfaktor und Anschluss hat XENPAK-10GB-LR+?||XENPAK-10GB-LR+ ist im Formfaktor XENPAK ausgeführt mit Anschluss SC.##Welche Reichweite erzielt XENPAK-10GB-LR+?||XENPAK-10GB-LR+ überbrückt 10 km bei 1310 nm.##Unterstützt XENPAK-10GB-LR+ digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei XENPAK-10GB-LR+: Ja.##In welchem Temperaturbereich arbeitet XENPAK-10GB-LR+?||XENPAK-10GB-LR+ arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird XENPAK-10GB-LR+ eingesetzt?||XENPAK-10GB-LR+ ist ausgelegt für Campus-/Metro-Netz (Langstrecke).##Wie wird XENPAK-10GB-LR+ mit Strom versorgt?||XENPAK-10GB-LR+ bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
XENPAK-10GB-ER+,FAQ,"Welche Datenrate überträgt XENPAK-10GB-ER+?||XENPAK-10GB-ER+ überträgt 10 Gbit/s gemäß 10GBASE-ER.##Welchen Formfaktor und Anschluss hat XENPAK-10GB-ER+?||XENPAK-10GB-ER+ ist im Formfaktor XENPAK ausgeführt mit Anschluss SC.##Welche Reichweite erzielt XENPAK-10GB-ER+?||XENPAK-10GB-ER+ überbrückt 40 km bei 1550 nm.##Unterstützt XENPAK-10GB-ER+ digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei XENPAK-10GB-ER+: Ja.##In welchem Temperaturbereich arbeitet XENPAK-10GB-ER+?||XENPAK-10GB-ER+ arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird XENPAK-10GB-ER+ eingesetzt?||XENPAK-10GB-ER+ ist ausgelegt für Metro-/Weitverkehrsnetz.##Wie wird XENPAK-10GB-ER+ mit Strom versorgt?||XENPAK-10GB-ER+ bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
XENPAK-10GB-LW,FAQ,"Welche Datenrate überträgt XENPAK-10GB-LW?||XENPAK-10GB-LW überträgt 10 Gbit/s gemäß 10GBASE-LW.##Welchen Formfaktor und Anschluss hat XENPAK-10GB-LW?||XENPAK-10GB-LW ist im Formfaktor XENPAK ausgeführt mit Anschluss SC.##Welche Reichweite erzielt XENPAK-10GB-LW?||XENPAK-10GB-LW überbrückt 10 km bei 1310 nm.##Unterstützt XENPAK-10GB-LW digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei XENPAK-10GB-LW: Ja.##In welchem Temperaturbereich arbeitet XENPAK-10GB-LW?||XENPAK-10GB-LW arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird XENPAK-10GB-LW eingesetzt?||XENPAK-10GB-LW ist ausgelegt für Transportnetz (SONET/SDH).##Wie wird XENPAK-10GB-LW mit Strom versorgt?||XENPAK-10GB-LW bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
WDM-XENPAK-REC,FAQ,"Welche Datenrate überträgt WDM-XENPAK-REC?||WDM-XENPAK-REC überträgt 10 Gbit/s gemäß WDM (Receive-Only).##Welchen Formfaktor und Anschluss hat WDM-XENPAK-REC?||WDM-XENPAK-REC ist im Formfaktor XENPAK ausgeführt mit Anschluss SC.##Unterstützt WDM-XENPAK-REC digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei WDM-XENPAK-REC: Ja.##In welchem Temperaturbereich arbeitet WDM-XENPAK-REC?||WDM-XENPAK-REC arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird WDM-XENPAK-REC eingesetzt?||WDM-XENPAK-REC ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird WDM-XENPAK-REC mit Strom versorgt?||WDM-XENPAK-REC bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-SFP10G-30.33,FAQ,"Welche Datenrate überträgt DWDM-SFP10G-30.33?||DWDM-SFP10G-30.33 überträgt 10 Gbit/s (10GBASE-DWDM) gemäß 10GBASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-SFP10G-30.33?||DWDM-SFP10G-30.33 ist im Formfaktor SFP+ ausgeführt mit Anschluss Duplex LC.##Welche Reichweite erzielt DWDM-SFP10G-30.33?||DWDM-SFP10G-30.33 überbrückt bis 80 km bei 1530,33 nm (≈195,90 THz, 100-GHz-Raster).##Unterstützt DWDM-SFP10G-30.33 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-SFP10G-30.33: Ja.##In welchem Temperaturbereich arbeitet DWDM-SFP10G-30.33?||DWDM-SFP10G-30.33 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-SFP10G-30.33 eingesetzt?||DWDM-SFP10G-30.33 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-SFP10G-30.33 mit Strom versorgt?||DWDM-SFP10G-30.33 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-SFP10G-31.12,FAQ,"Welche Datenrate überträgt DWDM-SFP10G-31.12?||DWDM-SFP10G-31.12 überträgt 10 Gbit/s (10GBASE-DWDM) gemäß 10GBASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-SFP10G-31.12?||DWDM-SFP10G-31.12 ist im Formfaktor SFP+ ausgeführt mit Anschluss Duplex LC.##Welche Reichweite erzielt DWDM-SFP10G-31.12?||DWDM-SFP10G-31.12 überbrückt bis 80 km bei 1531,12 nm (≈195,80 THz, 100-GHz-Raster).##Unterstützt DWDM-SFP10G-31.12 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-SFP10G-31.12: Ja.##In welchem Temperaturbereich arbeitet DWDM-SFP10G-31.12?||DWDM-SFP10G-31.12 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-SFP10G-31.12 eingesetzt?||DWDM-SFP10G-31.12 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-SFP10G-31.12 mit Strom versorgt?||DWDM-SFP10G-31.12 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-SFP10G-61.41,FAQ,"Welche Datenrate überträgt DWDM-SFP10G-61.41?||DWDM-SFP10G-61.41 überträgt 10 Gbit/s (10GBASE-DWDM) gemäß 10GBASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-SFP10G-61.41?||DWDM-SFP10G-61.41 ist im Formfaktor SFP+ ausgeführt mit Anschluss Duplex LC.##Welche Reichweite erzielt DWDM-SFP10G-61.41?||DWDM-SFP10G-61.41 überbrückt bis 80 km bei 1561,41 nm (≈192,00 THz, 100-GHz-Raster).##Unterstützt DWDM-SFP10G-61.41 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-SFP10G-61.41: Ja.##In welchem Temperaturbereich arbeitet DWDM-SFP10G-61.41?||DWDM-SFP10G-61.41 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-SFP10G-61.41 eingesetzt?||DWDM-SFP10G-61.41 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-SFP10G-61.41 mit Strom versorgt?||DWDM-SFP10G-61.41 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-SFP10G-C-I,FAQ,"Welche Datenrate überträgt DWDM-SFP10G-C-I?||DWDM-SFP10G-C-I überträgt 10 Gbit/s (10GBASE-DWDM, 10,3125 Gbit/s) gemäß 10GBASE-DWDM (ITU, C-Band durchstimmbar).##Welchen Formfaktor und Anschluss hat DWDM-SFP10G-C-I?||DWDM-SFP10G-C-I ist im Formfaktor SFP+ ausgeführt mit Anschluss Duplex LC.##Welche Reichweite erzielt DWDM-SFP10G-C-I?||DWDM-SFP10G-C-I überbrückt C-Band durchstimmbar bei C-Band durchstimmbar (50/100-GHz-Raster).##Unterstützt DWDM-SFP10G-C-I digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-SFP10G-C-I: Ja.##In welchem Temperaturbereich arbeitet DWDM-SFP10G-C-I?||DWDM-SFP10G-C-I arbeitet laut Datenblatt im Bereich -40 bis 85 °C.##Wofür wird DWDM-SFP10G-C-I eingesetzt?||DWDM-SFP10G-C-I ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-SFP10G-C-I mit Strom versorgt?||DWDM-SFP10G-C-I bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-SFP10G-E-I,FAQ,"Welche Datenrate überträgt DWDM-SFP10G-E-I?||DWDM-SFP10G-E-I überträgt 10 Gbit/s (10GBASE-DWDM, 10,3125 Gbit/s) gemäß 10GBASE-DWDM (ITU, C-Band durchstimmbar).##Welchen Formfaktor und Anschluss hat DWDM-SFP10G-E-I?||DWDM-SFP10G-E-I ist im Formfaktor SFP+ ausgeführt mit Anschluss Duplex LC.##Welche Reichweite erzielt DWDM-SFP10G-E-I?||DWDM-SFP10G-E-I überbrückt C-Band durchstimmbar bei C-Band durchstimmbar (50/100-GHz-Raster).##Unterstützt DWDM-SFP10G-E-I digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-SFP10G-E-I: Ja.##In welchem Temperaturbereich arbeitet DWDM-SFP10G-E-I?||DWDM-SFP10G-E-I arbeitet laut Datenblatt im Bereich -40 bis 85 °C.##Wofür wird DWDM-SFP10G-E-I eingesetzt?||DWDM-SFP10G-E-I ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-SFP10G-E-I mit Strom versorgt?||DWDM-SFP10G-E-I bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DS-SFP-FCGE-SW,FAQ,"Welche Datenrate überträgt DS-SFP-FCGE-SW?||DS-SFP-FCGE-SW überträgt 1/2 Gbit/s FC + 1 Gbit/s GbE gemäß 2GFC / 1000BASE-X.##Welchen Formfaktor und Anschluss hat DS-SFP-FCGE-SW?||DS-SFP-FCGE-SW ist im Formfaktor SFP ausgeführt mit Anschluss Duplex LC.##Welche Reichweite erzielt DS-SFP-FCGE-SW?||DS-SFP-FCGE-SW überbrückt Kurzstrecke (Multimode) bei 850 nm.##Unterstützt DS-SFP-FCGE-SW digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DS-SFP-FCGE-SW: Ja.##In welchem Temperaturbereich arbeitet DS-SFP-FCGE-SW?||DS-SFP-FCGE-SW arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DS-SFP-FCGE-SW eingesetzt?||DS-SFP-FCGE-SW ist ausgelegt für Speichernetz (SAN / Fibre Channel).##Wie wird DS-SFP-FCGE-SW mit Strom versorgt?||DS-SFP-FCGE-SW bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DS-SFP-FCGE-LW,FAQ,"Welche Datenrate überträgt DS-SFP-FCGE-LW?||DS-SFP-FCGE-LW überträgt 1/2 Gbit/s FC + 1 Gbit/s GbE gemäß 2GFC / 1000BASE-X.##Welchen Formfaktor und Anschluss hat DS-SFP-FCGE-LW?||DS-SFP-FCGE-LW ist im Formfaktor SFP ausgeführt mit Anschluss Duplex LC.##Welche Reichweite erzielt DS-SFP-FCGE-LW?||DS-SFP-FCGE-LW überbrückt 10 km (Singlemode) bei 1310 nm.##Unterstützt DS-SFP-FCGE-LW digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DS-SFP-FCGE-LW: Ja.##In welchem Temperaturbereich arbeitet DS-SFP-FCGE-LW?||DS-SFP-FCGE-LW arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DS-SFP-FCGE-LW eingesetzt?||DS-SFP-FCGE-LW ist ausgelegt für Speichernetz (SAN / Fibre Channel).##Wie wird DS-SFP-FCGE-LW mit Strom versorgt?||DS-SFP-FCGE-LW bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DS-SFP-GE-T,FAQ,"Welche Datenrate überträgt DS-SFP-GE-T?||DS-SFP-GE-T überträgt 1 Gbit/s (Gigabit Ethernet) gemäß 1000BASE-T.##Welchen Formfaktor und Anschluss hat DS-SFP-GE-T?||DS-SFP-GE-T ist im Formfaktor SFP ausgeführt mit Anschluss RJ-45.##Welche Reichweite erzielt DS-SFP-GE-T?||DS-SFP-GE-T überbrückt 100 m (Cat-5 Kupfer).##Unterstützt DS-SFP-GE-T digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DS-SFP-GE-T: Nein.##In welchem Temperaturbereich arbeitet DS-SFP-GE-T?||DS-SFP-GE-T arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DS-SFP-GE-T eingesetzt?||DS-SFP-GE-T ist ausgelegt für Zugriffs-/Verteilnetz (Kupfer).##Wie wird DS-SFP-GE-T mit Strom versorgt?||DS-SFP-GE-T bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
ONS-SI-GE-EX,FAQ,"Welche Datenrate überträgt ONS-SI-GE-EX?||ONS-SI-GE-EX überträgt 1 Gbit/s (Gigabit Ethernet) gemäß 1000BASE-EX.##Welchen Formfaktor und Anschluss hat ONS-SI-GE-EX?||ONS-SI-GE-EX ist im Formfaktor SFP ausgeführt mit Anschluss Duplex LC.##Welche Reichweite erzielt ONS-SI-GE-EX?||ONS-SI-GE-EX überbrückt 40 km bei 1550 nm.##Unterstützt ONS-SI-GE-EX digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei ONS-SI-GE-EX: Ja.##In welchem Temperaturbereich arbeitet ONS-SI-GE-EX?||ONS-SI-GE-EX arbeitet laut Datenblatt im Bereich -40 bis 85 °C.##Wofür wird ONS-SI-GE-EX eingesetzt?||ONS-SI-GE-EX ist ausgelegt für Metro-/Weitverkehrsnetz.##Wie wird ONS-SI-GE-EX mit Strom versorgt?||ONS-SI-GE-EX bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
ONS-SI-GE-LX,FAQ,"Welche Datenrate überträgt ONS-SI-GE-LX?||ONS-SI-GE-LX überträgt 1 Gbit/s (Gigabit Ethernet) gemäß 1000BASE-LX.##Welchen Formfaktor und Anschluss hat ONS-SI-GE-LX?||ONS-SI-GE-LX ist im Formfaktor SFP ausgeführt mit Anschluss Duplex LC.##Welche Reichweite erzielt ONS-SI-GE-LX?||ONS-SI-GE-LX überbrückt 10 km bei 1310 nm.##Unterstützt ONS-SI-GE-LX digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei ONS-SI-GE-LX: Ja.##In welchem Temperaturbereich arbeitet ONS-SI-GE-LX?||ONS-SI-GE-LX arbeitet laut Datenblatt im Bereich -40 bis 85 °C.##Wofür wird ONS-SI-GE-LX eingesetzt?||ONS-SI-GE-LX ist ausgelegt für Campus-/Metro-Netz (Langstrecke).##Wie wird ONS-SI-GE-LX mit Strom versorgt?||ONS-SI-GE-LX bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
