Artikelnummer,FAQ
DWDM-X2-56.55,"Auf welcher Wellenlänge sendet das DWDM-X2-56.55?||Auf dem festen ITU-Kanal 1556,55 nm (≈192,60 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im X2-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-X2-58.17,"Auf welcher Wellenlänge sendet das DWDM-X2-58.17?||Auf dem festen ITU-Kanal 1558,17 nm (≈192,40 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im X2-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-X2-58.98,"Auf welcher Wellenlänge sendet das DWDM-X2-58.98?||Auf dem festen ITU-Kanal 1558,98 nm (≈192,30 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im X2-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-X2-59.79,"Auf welcher Wellenlänge sendet das DWDM-X2-59.79?||Auf dem festen ITU-Kanal 1559,79 nm (≈192,20 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im X2-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-X2-60.61,"Auf welcher Wellenlänge sendet das DWDM-X2-60.61?||Auf dem festen ITU-Kanal 1560,61 nm (≈192,10 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im X2-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
X2-10GB-SR++,"Worüber arbeitet das X2-10GB-SR++?||Über Multimode bei 850 nm, 300 m (10GBASE-SR).##Was bedeutet ++?||Den erweiterten Betriebstemperaturbereich der Ausführung gegenüber dem Standardmodul.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
X2-10GB-LR++,"Worüber arbeitet das X2-10GB-LR++?||Über Singlemode bei 1310 nm, 10 km (10GBASE-LR).##Was bedeutet ++?||Den erweiterten Betriebstemperaturbereich der Ausführung gegenüber dem Standardmodul.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
X2-10GB-LRM++,"Worüber arbeitet das X2-10GB-LRM++?||Über Multimode bei 1310 nm, 220 m (10GBASE-LRM).##Was bedeutet ++?||Den erweiterten Betriebstemperaturbereich der Ausführung gegenüber dem Standardmodul.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-30.33,"Auf welcher Wellenlänge sendet das DWDM-XFP-30.33?||Auf dem festen ITU-Kanal 1530,33 nm (≈195,90 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-31.12,"Auf welcher Wellenlänge sendet das DWDM-XFP-31.12?||Auf dem festen ITU-Kanal 1531,12 nm (≈195,80 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-31.90,"Auf welcher Wellenlänge sendet das DWDM-XFP-31.90?||Auf dem festen ITU-Kanal 1531,90 nm (≈195,70 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-32.68,"Auf welcher Wellenlänge sendet das DWDM-XFP-32.68?||Auf dem festen ITU-Kanal 1532,68 nm (≈195,60 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-34.25,"Auf welcher Wellenlänge sendet das DWDM-XFP-34.25?||Auf dem festen ITU-Kanal 1534,25 nm (≈195,40 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-35.04,"Auf welcher Wellenlänge sendet das DWDM-XFP-35.04?||Auf dem festen ITU-Kanal 1535,04 nm (≈195,30 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-35.82,"Auf welcher Wellenlänge sendet das DWDM-XFP-35.82?||Auf dem festen ITU-Kanal 1535,82 nm (≈195,20 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-36.61,"Auf welcher Wellenlänge sendet das DWDM-XFP-36.61?||Auf dem festen ITU-Kanal 1536,61 nm (≈195,10 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-38.19,"Auf welcher Wellenlänge sendet das DWDM-XFP-38.19?||Auf dem festen ITU-Kanal 1538,19 nm (≈194,90 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-38.98,"Auf welcher Wellenlänge sendet das DWDM-XFP-38.98?||Auf dem festen ITU-Kanal 1538,98 nm (≈194,80 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-39.77,"Auf welcher Wellenlänge sendet das DWDM-XFP-39.77?||Auf dem festen ITU-Kanal 1539,77 nm (≈194,70 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-40.56,"Auf welcher Wellenlänge sendet das DWDM-XFP-40.56?||Auf dem festen ITU-Kanal 1540,56 nm (≈194,60 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-42.14,"Auf welcher Wellenlänge sendet das DWDM-XFP-42.14?||Auf dem festen ITU-Kanal 1542,14 nm (≈194,40 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-42.94,"Auf welcher Wellenlänge sendet das DWDM-XFP-42.94?||Auf dem festen ITU-Kanal 1542,94 nm (≈194,30 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-43.73,"Auf welcher Wellenlänge sendet das DWDM-XFP-43.73?||Auf dem festen ITU-Kanal 1543,73 nm (≈194,20 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-44.53,"Auf welcher Wellenlänge sendet das DWDM-XFP-44.53?||Auf dem festen ITU-Kanal 1544,53 nm (≈194,10 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-46.12,"Auf welcher Wellenlänge sendet das DWDM-XFP-46.12?||Auf dem festen ITU-Kanal 1546,12 nm (≈193,90 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-46.92,"Auf welcher Wellenlänge sendet das DWDM-XFP-46.92?||Auf dem festen ITU-Kanal 1546,92 nm (≈193,80 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-47.72,"Auf welcher Wellenlänge sendet das DWDM-XFP-47.72?||Auf dem festen ITU-Kanal 1547,72 nm (≈193,70 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-48.51,"Auf welcher Wellenlänge sendet das DWDM-XFP-48.51?||Auf dem festen ITU-Kanal 1548,51 nm (≈193,60 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-50.12,"Auf welcher Wellenlänge sendet das DWDM-XFP-50.12?||Auf dem festen ITU-Kanal 1550,12 nm (≈193,40 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-50.92,"Auf welcher Wellenlänge sendet das DWDM-XFP-50.92?||Auf dem festen ITU-Kanal 1550,92 nm (≈193,30 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-51.72,"Auf welcher Wellenlänge sendet das DWDM-XFP-51.72?||Auf dem festen ITU-Kanal 1551,72 nm (≈193,20 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-52.52,"Auf welcher Wellenlänge sendet das DWDM-XFP-52.52?||Auf dem festen ITU-Kanal 1552,52 nm (≈193,10 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-54.13,"Auf welcher Wellenlänge sendet das DWDM-XFP-54.13?||Auf dem festen ITU-Kanal 1554,13 nm (≈192,90 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-54.94,"Auf welcher Wellenlänge sendet das DWDM-XFP-54.94?||Auf dem festen ITU-Kanal 1554,94 nm (≈192,80 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-55.75,"Auf welcher Wellenlänge sendet das DWDM-XFP-55.75?||Auf dem festen ITU-Kanal 1555,75 nm (≈192,70 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-56.55,"Auf welcher Wellenlänge sendet das DWDM-XFP-56.55?||Auf dem festen ITU-Kanal 1556,55 nm (≈192,60 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-58.17,"Auf welcher Wellenlänge sendet das DWDM-XFP-58.17?||Auf dem festen ITU-Kanal 1558,17 nm (≈192,40 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-58.98,"Auf welcher Wellenlänge sendet das DWDM-XFP-58.98?||Auf dem festen ITU-Kanal 1558,98 nm (≈192,30 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-59.79,"Auf welcher Wellenlänge sendet das DWDM-XFP-59.79?||Auf dem festen ITU-Kanal 1559,79 nm (≈192,20 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XFP-60.61,"Auf welcher Wellenlänge sendet das DWDM-XFP-60.61?||Auf dem festen ITU-Kanal 1560,61 nm (≈192,10 THz) im 100-GHz-DWDM-Raster.##Reichweite, Faser, Anschluss?||Bis 80 km über Singlemode-Glasfaser mit Duplex-LC, 10GBASE-DWDM im XFP-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
XFP-10GER-192IR+,"Welche Protokolle und Reichweite bietet das XFP-10GER-192IR+?||10GBASE-ER (Ethernet) und OC-192/STM-64 IR (SONET/SDH) bei 1550 nm über Singlemode, ~40 km.##Wofür steht das Plus?||Für die Ausführung mit erweitertem Betriebstemperaturbereich.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
XFP-10GER-OC192IR,"Was unterscheidet das OC192IR vom 192IR+?||Beide sind 10GBASE-ER/OC-192-IR-XFP bei 1550 nm; das OC192IR ist die Standard-Temperatur-Ausführung, das 192IR+ die erweiterte.##Welche Reichweite?||Rund 40 km über Singlemode bei 1550 nm, Duplex-LC.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-30.33,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-30.33?||Auf dem festen ITU-Kanal 1530,33 nm (≈195,90 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-31.12,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-31.12?||Auf dem festen ITU-Kanal 1531,12 nm (≈195,80 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-31.90,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-31.90?||Auf dem festen ITU-Kanal 1531,90 nm (≈195,70 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-32.68,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-32.68?||Auf dem festen ITU-Kanal 1532,68 nm (≈195,60 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-34.25,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-34.25?||Auf dem festen ITU-Kanal 1534,25 nm (≈195,40 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-35.04,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-35.04?||Auf dem festen ITU-Kanal 1535,04 nm (≈195,30 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-35.82,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-35.82?||Auf dem festen ITU-Kanal 1535,82 nm (≈195,20 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-36.61,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-36.61?||Auf dem festen ITU-Kanal 1536,61 nm (≈195,10 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-38.19,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-38.19?||Auf dem festen ITU-Kanal 1538,19 nm (≈194,90 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-38.98,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-38.98?||Auf dem festen ITU-Kanal 1538,98 nm (≈194,80 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-39.77,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-39.77?||Auf dem festen ITU-Kanal 1539,77 nm (≈194,70 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-40.56,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-40.56?||Auf dem festen ITU-Kanal 1540,56 nm (≈194,60 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-42.14,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-42.14?||Auf dem festen ITU-Kanal 1542,14 nm (≈194,40 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-42.94,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-42.94?||Auf dem festen ITU-Kanal 1542,94 nm (≈194,30 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-43.73,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-43.73?||Auf dem festen ITU-Kanal 1543,73 nm (≈194,20 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-44.53,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-44.53?||Auf dem festen ITU-Kanal 1544,53 nm (≈194,10 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-46.12,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-46.12?||Auf dem festen ITU-Kanal 1546,12 nm (≈193,90 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-46.92,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-46.92?||Auf dem festen ITU-Kanal 1546,92 nm (≈193,80 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-47.72,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-47.72?||Auf dem festen ITU-Kanal 1547,72 nm (≈193,70 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-48.51,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-48.51?||Auf dem festen ITU-Kanal 1548,51 nm (≈193,60 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-50.12,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-50.12?||Auf dem festen ITU-Kanal 1550,12 nm (≈193,40 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-50.92,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-50.92?||Auf dem festen ITU-Kanal 1550,92 nm (≈193,30 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-51.72,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-51.72?||Auf dem festen ITU-Kanal 1551,72 nm (≈193,20 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-52.52,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-52.52?||Auf dem festen ITU-Kanal 1552,52 nm (≈193,10 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-54.13,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-54.13?||Auf dem festen ITU-Kanal 1554,13 nm (≈192,90 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-54.94,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-54.94?||Auf dem festen ITU-Kanal 1554,94 nm (≈192,80 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-XENPAK-55.75,"Auf welcher Wellenlänge sendet das DWDM-XENPAK-55.75?||Auf dem festen ITU-Kanal 1555,75 nm (≈192,70 THz) im 100-GHz-DWDM-Raster.##Reichweite und Faser?||Bis 80 km über Singlemode-Glasfaser, 10GBASE-DWDM im XENPAK-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
